time,queue_length,in_service,scenario,seed
465.0,6,2,Intervensi Reaktif,2126
466.0,5,2,Intervensi Reaktif,2126
467.0,6,2,Intervensi Reaktif,2126
468.0,5,2,Intervensi Reaktif,2126
469.0,5,2,Intervensi Reaktif,2126
470.0,4,2,Intervensi Reaktif,2126
471.0,3,2,Intervensi Reaktif,2126
472.0,3,2,Intervensi Reaktif,2126
473.0,2,2,Intervensi Reaktif,2126
474.0,1,2,Intervensi Reaktif,2126
475.0,1,2,Intervensi Reaktif,2126
476.0,0,2,Intervensi Reaktif,2126
477.0,0,2,Intervensi Reaktif,2126
478.0,0,2,Intervensi Reaktif,2126
479.0,0,1,Intervensi Reaktif,2126
480.0,0,1,Intervensi Reaktif,2126
0.0,0,0,Intervensi Preventif,2226
1.0,0,1,Intervensi Preventif,2226
2.0,0,1,Intervensi Preventif,2226
3.0,0,0,Intervensi Preventif,2226
4.0,0,0,Intervensi Preventif,2226
5.0,0,0,Intervensi Preventif,2226
6.0,0,0,Intervensi Preventif,2226
7.0,0,1,Intervensi Preventif,2226
8.0,0,1,Intervensi Preventif,2226
9.0,0,1,Intervensi Preventif,2226
10.0,0,0,Intervensi Preventif,2226
11.0,0,1,Intervensi Preventif,2226
12.0,0,1,Intervensi Preventif,2226
13.0,0,2,Intervensi Preventif,2226
14.0,0,2,Intervensi Preventif,2226
15.0,0,2,Intervensi Preventif,2226
16.0,0,2,Intervensi Preventif,2226
17.0,0,2,Intervensi Preventif,2226
18.0,0,2,Intervensi Preventif,2226
19.0,0,2,Intervensi Preventif,2226
20.0,0,1,Intervensi Preventif,2226
21.0,0,1,Intervensi Preventif,2226
22.0,0,2,Intervensi Preventif,2226
23.0,0,2,Intervensi Preventif,2226
24.0,0,1,Intervensi Preventif,2226
25.0,0,0,Intervensi Preventif,2226
26.0,0,1,Intervensi Preventif,2226
27.0,0,2,Intervensi Preventif,2226
28.0,0,1,Intervensi Preventif,2226
29.0,0,2,Intervensi Preventif,2226
30.0,0,2,Intervensi Preventif,2226
31.0,0,1,Intervensi Preventif,2226
32.0,0,1,Intervensi Preventif,2226
33.0,0,0,Intervensi Preventif,2226
34.0,0,0,Intervensi Preventif,2226
35.0,0,0,Intervensi Preventif,2226
36.0,0,1,Intervensi Preventif,2226
37.0,0,1,Intervensi Preventif,2226
38.0,0,1,Intervensi Preventif,2226
39.0,0,2,Intervensi Preventif,2226
40.0,0,2,Intervensi Preventif,2226
41.0,0,2,Intervensi Preventif,2226
42.0,0,1,Intervensi Preventif,2226
43.0,0,0,Intervensi Preventif,2226
44.0,0,0,Intervensi Preventif,2226
45.0,0,1,Intervensi Preventif,2226
46.0,0,3,Intervensi Preventif,2226
47.0,1,3,Intervensi Preventif,2226
48.0,1,3,Intervensi Preventif,2226
49.0,1,3,Intervensi Preventif,2226
50.0,1,3,Intervensi Preventif,2226
51.0,2,3,Intervensi Preventif,2226
52.0,1,3,Intervensi Preventif,2226
53.0,2,3,Intervensi Preventif,2226
54.0,3,3,Intervensi Preventif,2226
55.0,1,3,Intervensi Preventif,2226
56.0,1,3,Intervensi Preventif,2226
57.0,1,3,Intervensi Preventif,2226
58.0,0,3,Intervensi Preventif,2226
59.0,0,1,Intervensi Preventif,2226
60.0,0,1,Intervensi Preventif,2226
61.0,0,0,Intervensi Preventif,2226
62.0,0,0,Intervensi Preventif,2226
63.0,0,0,Intervensi Preventif,2226
64.0,0,0,Intervensi Preventif,2226
65.0,0,0,Intervensi Preventif,2226
66.0,0,0,Intervensi Preventif,2226
67.0,0,1,Intervensi Preventif,2226
68.0,0,2,Intervensi Preventif,2226
69.0,0,2,Intervensi Preventif,2226
70.0,0,3,Intervensi Preventif,2226
71.0,0,1,Intervensi Preventif,2226
72.0,0,1,Intervensi Preventif,2226
73.0,0,0,Intervensi Preventif,2226
74.0,0,0,Intervensi Preventif,2226
75.0,0,0,Intervensi Preventif,2226
76.0,0,1,Intervensi Preventif,2226
77.0,0,1,Intervensi Preventif,2226
78.0,0,2,Intervensi Preventif,2226
79.0,0,2,Intervensi Preventif,2226
80.0,0,1,Intervensi Preventif,2226
81.0,0,0,Intervensi Preventif,2226
82.0,0,0,Intervensi Preventif,2226
83.0,0,0,Intervensi Preventif,2226
84.0,0,1,Intervensi Preventif,2226
85.0,0,1,Intervensi Preventif,2226
86.0,0,1,Intervensi Preventif,2226
87.0,0,0,Intervensi Preventif,2226
88.0,0,0,Intervensi Preventif,2226
89.0,0,0,Intervensi Preventif,2226
90.0,0,2,Intervensi Preventif,2226
91.0,0,2,Intervensi Preventif,2226
92.0,0,3,Intervensi Preventif,2226
93.0,0,3,Intervensi Preventif,2226
94.0,1,3,Intervensi Preventif,2226
95.0,0,2,Intervensi Preventif,2226
96.0,0,1,Intervensi Preventif,2226
97.0,0,1,Intervensi Preventif,2226
98.0,0,0,Intervensi Preventif,2226
99.0,0,0,Intervensi Preventif,2226
100.0,0,0,Intervensi Preventif,2226
101.0,0,0,Intervensi Preventif,2226
102.0,0,0,Intervensi Preventif,2226
103.0,0,1,Intervensi Preventif,2226
104.0,0,1,Intervensi Preventif,2226
105.0,0,1,Intervensi Preventif,2226
106.0,0,0,Intervensi Preventif,2226
107.0,0,0,Intervensi Preventif,2226
108.0,0,0,Intervensi Preventif,2226
109.0,0,0,Intervensi Preventif,2226
110.0,0,1,Intervensi Preventif,2226
111.0,0,1,Intervensi Preventif,2226
112.0,0,1,Intervensi Preventif,2226
113.0,0,1,Intervensi Preventif,2226
114.0,0,1,Intervensi Preventif,2226
115.0,0,0,Intervensi Preventif,2226
116.0,0,0,Intervensi Preventif,2226
117.0,0,1,Intervensi Preventif,2226
118.0,0,1,Intervensi Preventif,2226
119.0,0,1,Intervensi Preventif,2226
120.0,0,1,Intervensi Preventif,2226
121.0,0,0,Intervensi Preventif,2226
122.0,0,0,Intervensi Preventif,2226
123.0,0,1,Intervensi Preventif,2226
124.0,0,1,Intervensi Preventif,2226
125.0,0,1,Intervensi Preventif,2226
126.0,0,1,Intervensi Preventif,2226
127.0,0,1,Intervensi Preventif,2226
128.0,0,1,Intervensi Preventif,2226
129.0,0,1,Intervensi Preventif,2226
130.0,0,1,Intervensi Preventif,2226
131.0,0,1,Intervensi Preventif,2226
132.0,0,0,Intervensi Preventif,2226
133.0,0,0,Intervensi Preventif,2226
134.0,0,1,Intervensi Preventif,2226
135.0,0,1,Intervensi Preventif,2226
136.0,0,1,Intervensi Preventif,2226
137.0,0,3,Intervensi Preventif,2226
138.0,0,3,Intervensi Preventif,2226
139.0,0,3,Intervensi Preventif,2226
140.0,1,3,Intervensi Preventif,2226
141.0,0,3,Intervensi Preventif,2226
142.0,0,2,Intervensi Preventif,2226
143.0,0,2,Intervensi Preventif,2226
144.0,0,1,Intervensi Preventif,2226
145.0,0,1,Intervensi Preventif,2226
146.0,0,1,Intervensi Preventif,2226
147.0,0,1,Intervensi Preventif,2226
148.0,0,2,Intervensi Preventif,2226
149.0,0,3,Intervensi Preventif,2226
150.0,0,3,Intervensi Preventif,2226
151.0,0,3,Intervensi Preventif,2226
152.0,0,3,Intervensi Preventif,2226
153.0,0,1,Intervensi Preventif,2226
154.0,0,1,Intervensi Preventif,2226
155.0,0,2,Intervensi Preventif,2226
156.0,0,3,Intervensi Preventif,2226
157.0,0,3,Intervensi Preventif,2226
158.0,0,3,Intervensi Preventif,2226
159.0,0,3,Intervensi Preventif,2226
160.0,0,0,Intervensi Preventif,2226
161.0,0,0,Intervensi Preventif,2226
162.0,0,2,Intervensi Preventif,2226
163.0,0,3,Intervensi Preventif,2226
164.0,0,3,Intervensi Preventif,2226
165.0,0,1,Intervensi Preventif,2226
166.0,0,2,Intervensi Preventif,2226
167.0,0,2,Intervensi Preventif,2226
168.0,0,1,Intervensi Preventif,2226
169.0,0,2,Intervensi Preventif,2226
170.0,0,1,Intervensi Preventif,2226
171.0,0,2,Intervensi Preventif,2226
172.0,0,2,Intervensi Preventif,2226
173.0,0,2,Intervensi Preventif,2226
174.0,0,2,Intervensi Preventif,2226
175.0,0,1,Intervensi Preventif,2226
176.0,0,2,Intervensi Preventif,2226
177.0,0,2,Intervensi Preventif,2226
178.0,0,3,Intervensi Preventif,2226
179.0,0,3,Intervensi Preventif,2226
180.0,0,2,Intervensi Preventif,2226
181.0,0,3,Intervensi Preventif,2226
182.0,0,1,Intervensi Preventif,2226
183.0,0,1,Intervensi Preventif,2226
184.0,0,1,Intervensi Preventif,2226
185.0,0,0,Intervensi Preventif,2226
186.0,0,0,Intervensi Preventif,2226
187.0,0,0,Intervensi Preventif,2226
188.0,0,0,Intervensi Preventif,2226
189.0,0,0,Intervensi Preventif,2226
190.0,0,0,Intervensi Preventif,2226
191.0,0,0,Intervensi Preventif,2226
192.0,0,0,Intervensi Preventif,2226
193.0,0,0,Intervensi Preventif,2226
194.0,0,0,Intervensi Preventif,2226
195.0,0,0,Intervensi Preventif,2226
196.0,0,0,Intervensi Preventif,2226
197.0,0,0,Intervensi Preventif,2226
198.0,0,1,Intervensi Preventif,2226
199.0,0,1,Intervensi Preventif,2226
200.0,0,2,Intervensi Preventif,2226
201.0,0,3,Intervensi Preventif,2226
202.0,0,3,Intervensi Preventif,2226
203.0,0,3,Intervensi Preventif,2226
204.0,0,2,Intervensi Preventif,2226
205.0,0,2,Intervensi Preventif,2226
206.0,0,0,Intervensi Preventif,2226
207.0,0,0,Intervensi Preventif,2226
208.0,0,0,Intervensi Preventif,2226
209.0,0,0,Intervensi Preventif,2226
210.0,0,1,Intervensi Preventif,2226
211.0,0,1,Intervensi Preventif,2226
212.0,0,2,Intervensi Preventif,2226
213.0,0,2,Intervensi Preventif,2226
214.0,0,2,Intervensi Preventif,2226
215.0,0,1,Intervensi Preventif,2226
216.0,0,0,Intervensi Preventif,2226
217.0,0,0,Intervensi Preventif,2226
218.0,0,0,Intervensi Preventif,2226
219.0,0,0,Intervensi Preventif,2226
220.0,0,0,Intervensi Preventif,2226
221.0,0,1,Intervensi Preventif,2226
222.0,0,1,Intervensi Preventif,2226
223.0,0,1,Intervensi Preventif,2226
224.0,0,0,Intervensi Preventif,2226
225.0,0,0,Intervensi Preventif,2226
226.0,0,0,Intervensi Preventif,2226
227.0,0,2,Intervensi Preventif,2226
228.0,0,2,Intervensi Preventif,2226
229.0,0,2,Intervensi Preventif,2226
230.0,0,1,Intervensi Preventif,2226
231.0,0,0,Intervensi Preventif,2226
232.0,0,0,Intervensi Preventif,2226
233.0,0,0,Intervensi Preventif,2226
234.0,0,0,Intervensi Preventif,2226
235.0,0,1,Intervensi Preventif,2226
236.0,0,1,Intervensi Preventif,2226
237.0,0,3,Intervensi Preventif,2226
238.0,1,3,Intervensi Preventif,2226
239.0,0,3,Intervensi Preventif,2226
240.0,0,2,Intervensi Preventif,2226
241.0,0,2,Intervensi Preventif,2226
242.0,0,2,Intervensi Preventif,2226
243.0,0,2,Intervensi Preventif,2226
244.0,0,2,Intervensi Preventif,2226
245.0,0,1,Intervensi Preventif,2226
246.0,0,1,Intervensi Preventif,2226
247.0,0,0,Intervensi Preventif,2226
248.0,0,0,Intervensi Preventif,2226
249.0,0,0,Intervensi Preventif,2226
250.0,0,1,Intervensi Preventif,2226
251.0,0,1,Intervensi Preventif,2226
252.0,0,1,Intervensi Preventif,2226
253.0,0,0,Intervensi Preventif,2226
254.0,0,0,Intervensi Preventif,2226
255.0,0,0,Intervensi Preventif,2226
256.0,0,2,Intervensi Preventif,2226
257.0,1,3,Intervensi Preventif,2226
258.0,1,3,Intervensi Preventif,2226
259.0,0,2,Intervensi Preventif,2226
260.0,0,1,Intervensi Preventif,2226
261.0,0,2,Intervensi Preventif,2226
262.0,0,1,Intervensi Preventif,2226
263.0,0,1,Intervensi Preventif,2226
264.0,0,3,Intervensi Preventif,2226
265.0,0,3,Intervensi Preventif,2226
266.0,0,3,Intervensi Preventif,2226
267.0,0,2,Intervensi Preventif,2226
268.0,0,1,Intervensi Preventif,2226
269.0,0,0,Intervensi Preventif,2226
270.0,0,0,Intervensi Preventif,2226
271.0,0,0,Intervensi Preventif,2226
272.0,0,0,Intervensi Preventif,2226
273.0,0,1,Intervensi Preventif,2226
274.0,0,1,Intervensi Preventif,2226
275.0,0,2,Intervensi Preventif,2226
276.0,0,2,Intervensi Preventif,2226
277.0,0,1,Intervensi Preventif,2226
278.0,0,1,Intervensi Preventif,2226
279.0,0,3,Intervensi Preventif,2226
280.0,0,2,Intervensi Preventif,2226
281.0,1,3,Intervensi Preventif,2226
282.0,0,2,Intervensi Preventif,2226
283.0,0,2,Intervensi Preventif,2226
284.0,0,2,Intervensi Preventif,2226
285.0,0,1,Intervensi Preventif,2226
286.0,0,1,Intervensi Preventif,2226
287.0,0,2,Intervensi Preventif,2226
288.0,0,2,Intervensi Preventif,2226
289.0,0,1,Intervensi Preventif,2226
290.0,0,0,Intervensi Preventif,2226
291.0,0,0,Intervensi Preventif,2226
292.0,0,0,Intervensi Preventif,2226
293.0,0,0,Intervensi Preventif,2226
294.0,0,0,Intervensi Preventif,2226
295.0,0,1,Intervensi Preventif,2226
296.0,0,1,Intervensi Preventif,2226
297.0,0,1,Intervensi Preventif,2226
298.0,0,2,Intervensi Preventif,2226
299.0,1,3,Intervensi Preventif,2226
300.0,1,3,Intervensi Preventif,2226
301.0,1,3,Intervensi Preventif,2226
302.0,0,3,Intervensi Preventif,2226
303.0,0,3,Intervensi Preventif,2226
304.0,0,1,Intervensi Preventif,2226
305.0,0,0,Intervensi Preventif,2226
306.0,0,0,Intervensi Preventif,2226
307.0,0,0,Intervensi Preventif,2226
308.0,0,1,Intervensi Preventif,2226
309.0,0,1,Intervensi Preventif,2226
310.0,0,1,Intervensi Preventif,2226
311.0,0,0,Intervensi Preventif,2226
312.0,0,0,Intervensi Preventif,2226
313.0,0,0,Intervensi Preventif,2226
314.0,0,0,Intervensi Preventif,2226
315.0,0,0,Intervensi Preventif,2226
316.0,0,0,Intervensi Preventif,2226
317.0,0,0,Intervensi Preventif,2226
318.0,0,0,Intervensi Preventif,2226
319.0,0,1,Intervensi Preventif,2226
320.0,0,1,Intervensi Preventif,2226
321.0,0,1,Intervensi Preventif,2226
322.0,0,1,Intervensi Preventif,2226
323.0,0,2,Intervensi Preventif,2226
324.0,0,2,Intervensi Preventif,2226
325.0,0,2,Intervensi Preventif,2226
326.0,0,1,Intervensi Preventif,2226
327.0,0,1,Intervensi Preventif,2226
328.0,0,2,Intervensi Preventif,2226
329.0,0,1,Intervensi Preventif,2226
330.0,0,2,Intervensi Preventif,2226
331.0,0,2,Intervensi Preventif,2226
332.0,0,2,Intervensi Preventif,2226
333.0,0,2,Intervensi Preventif,2226
334.0,0,1,Intervensi Preventif,2226
335.0,0,1,Intervensi Preventif,2226
336.0,0,1,Intervensi Preventif,2226
337.0,0,0,Intervensi Preventif,2226
338.0,0,1,Intervensi Preventif,2226
339.0,0,1,Intervensi Preventif,2226
340.0,0,1,Intervensi Preventif,2226
341.0,0,1,Intervensi Preventif,2226
342.0,0,1,Intervensi Preventif,2226
343.0,0,2,Intervensi Preventif,2226
344.0,0,2,Intervensi Preventif,2226
345.0,0,2,Intervensi Preventif,2226
346.0,0,0,Intervensi Preventif,2226
347.0,0,0,Intervensi Preventif,2226
348.0,0,0,Intervensi Preventif,2226
349.0,0,0,Intervensi Preventif,2226
350.0,0,1,Intervensi Preventif,2226
351.0,0,1,Intervensi Preventif,2226
352.0,0,1,Intervensi Preventif,2226
353.0,0,0,Intervensi Preventif,2226
354.0,0,0,Intervensi Preventif,2226
355.0,0,0,Intervensi Preventif,2226
356.0,0,0,Intervensi Preventif,2226
357.0,0,1,Intervensi Preventif,2226
358.0,0,1,Intervensi Preventif,2226
359.0,0,1,Intervensi Preventif,2226
360.0,0,2,Intervensi Preventif,2226
361.0,0,1,Intervensi Preventif,2226
362.0,0,1,Intervensi Preventif,2226
363.0,0,1,Intervensi Preventif,2226
364.0,0,1,Intervensi Preventif,2226
365.0,0,2,Intervensi Preventif,2226
366.0,0,2,Intervensi Preventif,2226
367.0,0,2,Intervensi Preventif,2226
368.0,0,1,Intervensi Preventif,2226
369.0,0,1,Intervensi Preventif,2226
370.0,0,0,Intervensi Preventif,2226
371.0,0,0,Intervensi Preventif,2226
372.0,0,0,Intervensi Preventif,2226
373.0,0,0,Intervensi Preventif,2226
374.0,0,1,Intervensi Preventif,2226
375.0,0,2,Intervensi Preventif,2226
376.0,0,2,Intervensi Preventif,2226
377.0,0,1,Intervensi Preventif,2226
378.0,0,1,Intervensi Preventif,2226
379.0,0,2,Intervensi Preventif,2226
380.0,0,2,Intervensi Preventif,2226
381.0,0,2,Intervensi Preventif,2226
382.0,0,1,Intervensi Preventif,2226
383.0,0,1,Intervensi Preventif,2226
384.0,0,2,Intervensi Preventif,2226
385.0,0,1,Intervensi Preventif,2226
386.0,0,1,Intervensi Preventif,2226
387.0,0,0,Intervensi Preventif,2226
388.0,0,0,Intervensi Preventif,2226
389.0,0,0,Intervensi Preventif,2226
390.0,0,0,Intervensi Preventif,2226
391.0,0,0,Intervensi Preventif,2226
392.0,0,0,Intervensi Preventif,2226
393.0,0,2,Intervensi Preventif,2226
394.0,0,2,Intervensi Preventif,2226
395.0,0,3,Intervensi Preventif,2226
396.0,0,3,Intervensi Preventif,2226
397.0,0,3,Intervensi Preventif,2226
398.0,0,2,Intervensi Preventif,2226
399.0,0,1,Intervensi Preventif,2226
400.0,0,1,Intervensi Preventif,2226
401.0,0,1,Intervensi Preventif,2226
402.0,0,1,Intervensi Preventif,2226
403.0,0,1,Intervensi Preventif,2226
404.0,0,0,Intervensi Preventif,2226
405.0,0,0,Intervensi Preventif,2226
406.0,0,1,Intervensi Preventif,2226
407.0,0,1,Intervensi Preventif,2226
408.0,0,1,Intervensi Preventif,2226
409.0,0,2,Intervensi Preventif,2226
410.0,0,3,Intervensi Preventif,2226
411.0,0,3,Intervensi Preventif,2226
412.0,0,2,Intervensi Preventif,2226
413.0,0,2,Intervensi Preventif,2226
414.0,0,2,Intervensi Preventif,2226
415.0,0,0,Intervensi Preventif,2226
416.0,0,0,Intervensi Preventif,2226
417.0,0,0,Intervensi Preventif,2226
418.0,0,0,Intervensi Preventif,2226
419.0,0,2,Intervensi Preventif,2226
