time,queue_length,in_service,scenario,seed
420.0,0,2,Intervensi Preventif,2226
421.0,0,2,Intervensi Preventif,2226
422.0,0,1,Intervensi Preventif,2226
423.0,0,0,Intervensi Preventif,2226
424.0,0,0,Intervensi Preventif,2226
425.0,0,1,Intervensi Preventif,2226
426.0,0,1,Intervensi Preventif,2226
427.0,0,0,Intervensi Preventif,2226
428.0,0,1,Intervensi Preventif,2226
429.0,0,1,Intervensi Preventif,2226
430.0,0,1,Intervensi Preventif,2226
431.0,0,0,Intervensi Preventif,2226
432.0,0,0,Intervensi Preventif,2226
433.0,0,0,Intervensi Preventif,2226
434.0,0,1,Intervensi Preventif,2226
435.0,0,1,Intervensi Preventif,2226
436.0,0,1,Intervensi Preventif,2226
437.0,0,0,Intervensi Preventif,2226
438.0,0,0,Intervensi Preventif,2226
439.0,0,0,Intervensi Preventif,2226
440.0,0,0,Intervensi Preventif,2226
441.0,0,0,Intervensi Preventif,2226
442.0,0,0,Intervensi Preventif,2226
443.0,0,0,Intervensi Preventif,2226
444.0,0,1,Intervensi Preventif,2226
445.0,0,1,Intervensi Preventif,2226
446.0,0,1,Intervensi Preventif,2226
447.0,0,1,Intervensi Preventif,2226
448.0,0,2,Intervensi Preventif,2226
449.0,0,3,Intervensi Preventif,2226
450.0,2,3,Intervensi Preventif,2226
451.0,0,3,Intervensi Preventif,2226
452.0,0,2,Intervensi Preventif,2226
453.0,0,2,Intervensi Preventif,2226
454.0,0,1,Intervensi Preventif,2226
455.0,0,0,Intervensi Preventif,2226
456.0,0,0,Intervensi Preventif,2226
457.0,0,0,Intervensi Preventif,2226
458.0,0,0,Intervensi Preventif,2226
459.0,0,2,Intervensi Preventif,2226
460.0,0,2,Intervensi Preventif,2226
461.0,0,2,Intervensi Preventif,2226
462.0,0,1,Intervensi Preventif,2226
463.0,0,0,Intervensi Preventif,2226
464.0,0,0,Intervensi Preventif,2226
465.0,0,0,Intervensi Preventif,2226
466.0,0,0,Intervensi Preventif,2226
467.0,0,0,Intervensi Preventif,2226
468.0,0,1,Intervensi Preventif,2226
469.0,0,2,Intervensi Preventif,2226
470.0,0,2,Intervensi Preventif,2226
471.0,0,2,Intervensi Preventif,2226
472.0,0,2,Intervensi Preventif,2226
473.0,0,2,Intervensi Preventif,2226
474.0,0,2,Intervensi Preventif,2226
475.0,0,1,Intervensi Preventif,2226
476.0,0,1,Intervensi Preventif,2226
477.0,0,1,Intervensi Preventif,2226
478.0,0,1,Intervensi Preventif,2226
479.0,0,2,Intervensi Preventif,2226
480.0,0,2,Intervensi Preventif,2226
0.0,0,0,Beban Tinggi,2326
1.0,0,1,Beban Tinggi,2326
2.0,0,2,Beban Tinggi,2326
3.0,0,2,Beban Tinggi,2326
4.0,0,2,Beban Tinggi,2326
5.0,0,1,Beban Tinggi,2326
6.0,0,2,Beban Tinggi,2326
7.0,0,2,Beban Tinggi,2326
8.0,1,2,Beban Tinggi,2326
9.0,3,2,Beban Tinggi,2326
10.0,4,2,Beban Tinggi,2326
11.0,3,2,Beban Tinggi,2326
12.0,3,2,Beban Tinggi,2326
13.0,3,2,Beban Tinggi,2326
14.0,3,2,Beban Tinggi,2326
15.0,3,2,Beban Tinggi,2326
16.0,3,2,Beban Tinggi,2326
17.0,3,2,Beban Tinggi,2326
18.0,2,2,Beban Tinggi,2326
19.0,2,2,Beban Tinggi,2326
20.0,3,2,Beban Tinggi,2326
21.0,4,2,Beban Tinggi,2326
22.0,4,2,Beban Tinggi,2326
23.0,6,2,Beban Tinggi,2326
24.0,6,2,Beban Tinggi,2326
25.0,9,2,Beban Tinggi,2326
26.0,9,2,Beban Tinggi,2326
27.0,9,2,Beban Tinggi,2326
28.0,10,2,Beban Tinggi,2326
29.0,10,2,Beban Tinggi,2326
30.0,10,2,Beban Tinggi,2326
31.0,11,2,Beban Tinggi,2326
32.0,12,2,Beban Tinggi,2326
33.0,10,2,Beban Tinggi,2326
34.0,7,2,Beban Tinggi,2326
35.0,6,2,Beban Tinggi,2326
36.0,6,2,Beban Tinggi,2326
37.0,4,2,Beban Tinggi,2326
38.0,4,2,Beban Tinggi,2326
39.0,4,2,Beban Tinggi,2326
40.0,5,2,Beban Tinggi,2326
41.0,3,2,Beban Tinggi,2326
42.0,3,2,Beban Tinggi,2326
43.0,5,2,Beban Tinggi,2326
44.0,4,2,Beban Tinggi,2326
45.0,3,2,Beban Tinggi,2326
46.0,3,2,Beban Tinggi,2326
47.0,3,2,Beban Tinggi,2326
48.0,4,2,Beban Tinggi,2326
49.0,6,2,Beban Tinggi,2326
50.0,6,2,Beban Tinggi,2326
51.0,6,2,Beban Tinggi,2326
52.0,8,2,Beban Tinggi,2326
53.0,6,2,Beban Tinggi,2326
54.0,6,2,Beban Tinggi,2326
55.0,6,2,Beban Tinggi,2326
56.0,6,2,Beban Tinggi,2326
57.0,6,2,Beban Tinggi,2326
58.0,5,2,Beban Tinggi,2326
59.0,4,2,Beban Tinggi,2326
60.0,3,2,Beban Tinggi,2326
61.0,3,2,Beban Tinggi,2326
62.0,2,2,Beban Tinggi,2326
63.0,2,2,Beban Tinggi,2326
64.0,2,2,Beban Tinggi,2326
65.0,2,2,Beban Tinggi,2326
66.0,2,2,Beban Tinggi,2326
67.0,2,2,Beban Tinggi,2326
68.0,3,2,Beban Tinggi,2326
69.0,2,2,Beban Tinggi,2326
70.0,4,2,Beban Tinggi,2326
71.0,3,2,Beban Tinggi,2326
72.0,5,2,Beban Tinggi,2326
73.0,6,2,Beban Tinggi,2326
74.0,5,2,Beban Tinggi,2326
75.0,4,2,Beban Tinggi,2326
76.0,4,2,Beban Tinggi,2326
77.0,6,2,Beban Tinggi,2326
78.0,4,2,Beban Tinggi,2326
79.0,5,2,Beban Tinggi,2326
80.0,5,2,Beban Tinggi,2326
81.0,5,2,Beban Tinggi,2326
82.0,4,2,Beban Tinggi,2326
83.0,2,2,Beban Tinggi,2326
84.0,2,2,Beban Tinggi,2326
85.0,2,2,Beban Tinggi,2326
86.0,3,2,Beban Tinggi,2326
87.0,3,2,Beban Tinggi,2326
88.0,3,2,Beban Tinggi,2326
89.0,1,2,Beban Tinggi,2326
90.0,2,2,Beban Tinggi,2326
91.0,1,2,Beban Tinggi,2326
92.0,3,2,Beban Tinggi,2326
93.0,3,2,Beban Tinggi,2326
94.0,2,2,Beban Tinggi,2326
95.0,1,2,Beban Tinggi,2326
96.0,1,2,Beban Tinggi,2326
97.0,1,2,Beban Tinggi,2326
98.0,0,2,Beban Tinggi,2326
99.0,0,1,Beban Tinggi,2326
100.0,0,1,Beban Tinggi,2326
101.0,0,1,Beban Tinggi,2326
102.0,0,0,Beban Tinggi,2326
103.0,0,0,Beban Tinggi,2326
104.0,0,0,Beban Tinggi,2326
105.0,0,1,Beban Tinggi,2326
106.0,0,2,Beban Tinggi,2326
107.0,1,2,Beban Tinggi,2326
108.0,1,2,Beban Tinggi,2326
109.0,1,2,Beban Tinggi,2326
110.0,1,2,Beban Tinggi,2326
111.0,1,2,Beban Tinggi,2326
112.0,1,2,Beban Tinggi,2326
113.0,4,2,Beban Tinggi,2326
114.0,3,2,Beban Tinggi,2326
115.0,4,2,Beban Tinggi,2326
116.0,3,2,Beban Tinggi,2326
117.0,2,2,Beban Tinggi,2326
118.0,2,2,Beban Tinggi,2326
119.0,2,2,Beban Tinggi,2326
120.0,2,2,Beban Tinggi,2326
121.0,3,2,Beban Tinggi,2326
122.0,3,2,Beban Tinggi,2326
123.0,4,2,Beban Tinggi,2326
124.0,5,2,Beban Tinggi,2326
125.0,5,2,Beban Tinggi,2326
126.0,6,2,Beban Tinggi,2326
127.0,6,2,Beban Tinggi,2326
128.0,4,2,Beban Tinggi,2326
129.0,4,2,Beban Tinggi,2326
130.0,4,2,Beban Tinggi,2326
131.0,4,2,Beban Tinggi,2326
132.0,4,2,Beban Tinggi,2326
133.0,4,2,Beban Tinggi,2326
134.0,3,2,Beban Tinggi,2326
135.0,2,2,Beban Tinggi,2326
136.0,2,2,Beban Tinggi,2326
137.0,2,2,Beban Tinggi,2326
138.0,0,2,Beban Tinggi,2326
139.0,0,2,Beban Tinggi,2326
140.0,0,2,Beban Tinggi,2326
141.0,0,2,Beban Tinggi,2326
142.0,0,2,Beban Tinggi,2326
143.0,0,1,Beban Tinggi,2326
144.0,0,0,Beban Tinggi,2326
145.0,0,0,Beban Tinggi,2326
146.0,0,2,Beban Tinggi,2326
147.0,1,2,Beban Tinggi,2326
148.0,1,2,Beban Tinggi,2326
149.0,0,2,Beban Tinggi,2326
150.0,0,1,Beban Tinggi,2326
151.0,0,2,Beban Tinggi,2326
152.0,0,2,Beban Tinggi,2326
153.0,0,2,Beban Tinggi,2326
154.0,0,1,Beban Tinggi,2326
155.0,0,1,Beban Tinggi,2326
156.0,0,2,Beban Tinggi,2326
157.0,0,2,Beban Tinggi,2326
158.0,1,2,Beban Tinggi,2326
159.0,2,2,Beban Tinggi,2326
160.0,1,2,Beban Tinggi,2326
161.0,0,2,Beban Tinggi,2326
162.0,0,2,Beban Tinggi,2326
163.0,1,2,Beban Tinggi,2326
164.0,2,2,Beban Tinggi,2326
165.0,1,2,Beban Tinggi,2326
166.0,1,2,Beban Tinggi,2326
167.0,0,2,Beban Tinggi,2326
168.0,1,2,Beban Tinggi,2326
169.0,0,2,Beban Tinggi,2326
170.0,0,2,Beban Tinggi,2326
171.0,0,1,Beban Tinggi,2326
172.0,1,2,Beban Tinggi,2326
173.0,1,2,Beban Tinggi,2326
174.0,2,2,Beban Tinggi,2326
175.0,2,2,Beban Tinggi,2326
176.0,1,2,Beban Tinggi,2326
177.0,1,2,Beban Tinggi,2326
178.0,1,2,Beban Tinggi,2326
179.0,2,2,Beban Tinggi,2326
180.0,2,2,Beban Tinggi,2326
181.0,1,2,Beban Tinggi,2326
182.0,1,2,Beban Tinggi,2326
183.0,1,2,Beban Tinggi,2326
184.0,1,2,Beban Tinggi,2326
185.0,0,1,Beban Tinggi,2326
186.0,0,2,Beban Tinggi,2326
187.0,0,2,Beban Tinggi,2326
188.0,0,1,Beban Tinggi,2326
189.0,0,1,Beban Tinggi,2326
190.0,0,1,Beban Tinggi,2326
191.0,0,2,Beban Tinggi,2326
192.0,1,2,Beban Tinggi,2326
193.0,1,2,Beban Tinggi,2326
194.0,0,2,Beban Tinggi,2326
195.0,1,2,Beban Tinggi,2326
196.0,2,2,Beban Tinggi,2326
197.0,3,2,Beban Tinggi,2326
198.0,3,2,Beban Tinggi,2326
199.0,1,2,Beban Tinggi,2326
200.0,1,2,Beban Tinggi,2326
201.0,1,2,Beban Tinggi,2326
202.0,0,2,Beban Tinggi,2326
203.0,0,1,Beban Tinggi,2326
204.0,1,2,Beban Tinggi,2326
205.0,1,2,Beban Tinggi,2326
206.0,2,2,Beban Tinggi,2326
207.0,2,2,Beban Tinggi,2326
208.0,2,2,Beban Tinggi,2326
209.0,1,2,Beban Tinggi,2326
210.0,1,2,Beban Tinggi,2326
211.0,1,2,Beban Tinggi,2326
212.0,2,2,Beban Tinggi,2326
213.0,2,2,Beban Tinggi,2326
214.0,2,2,Beban Tinggi,2326
215.0,1,2,Beban Tinggi,2326
216.0,0,2,Beban Tinggi,2326
217.0,1,2,Beban Tinggi,2326
218.0,1,2,Beban Tinggi,2326
219.0,0,1,Beban Tinggi,2326
220.0,2,2,Beban Tinggi,2326
221.0,2,2,Beban Tinggi,2326
222.0,2,2,Beban Tinggi,2326
223.0,2,2,Beban Tinggi,2326
224.0,1,2,Beban Tinggi,2326
225.0,1,2,Beban Tinggi,2326
226.0,1,2,Beban Tinggi,2326
227.0,2,2,Beban Tinggi,2326
228.0,0,2,Beban Tinggi,2326
229.0,0,2,Beban Tinggi,2326
230.0,0,2,Beban Tinggi,2326
231.0,1,2,Beban Tinggi,2326
232.0,0,2,Beban Tinggi,2326
233.0,2,2,Beban Tinggi,2326
234.0,1,2,Beban Tinggi,2326
235.0,3,2,Beban Tinggi,2326
236.0,3,2,Beban Tinggi,2326
237.0,3,2,Beban Tinggi,2326
238.0,3,2,Beban Tinggi,2326
239.0,3,2,Beban Tinggi,2326
240.0,3,2,Beban Tinggi,2326
241.0,3,2,Beban Tinggi,2326
242.0,3,2,Beban Tinggi,2326
243.0,3,2,Beban Tinggi,2326
244.0,4,2,Beban Tinggi,2326
245.0,5,2,Beban Tinggi,2326
246.0,3,2,Beban Tinggi,2326
247.0,4,2,Beban Tinggi,2326
248.0,4,2,Beban Tinggi,2326
249.0,5,2,Beban Tinggi,2326
250.0,6,2,Beban Tinggi,2326
251.0,5,2,Beban Tinggi,2326
252.0,7,2,Beban Tinggi,2326
253.0,7,2,Beban Tinggi,2326
254.0,7,2,Beban Tinggi,2326
255.0,8,2,Beban Tinggi,2326
256.0,9,2,Beban Tinggi,2326
257.0,7,2,Beban Tinggi,2326
258.0,6,2,Beban Tinggi,2326
259.0,6,2,Beban Tinggi,2326
260.0,8,2,Beban Tinggi,2326
261.0,9,2,Beban Tinggi,2326
262.0,8,2,Beban Tinggi,2326
263.0,7,2,Beban Tinggi,2326
264.0,8,2,Beban Tinggi,2326
265.0,8,2,Beban Tinggi,2326
266.0,6,2,Beban Tinggi,2326
267.0,7,2,Beban Tinggi,2326
268.0,8,2,Beban Tinggi,2326
269.0,7,2,Beban Tinggi,2326
270.0,6,2,Beban Tinggi,2326
271.0,7,2,Beban Tinggi,2326
272.0,6,2,Beban Tinggi,2326
273.0,6,2,Beban Tinggi,2326
274.0,6,2,Beban Tinggi,2326
275.0,9,2,Beban Tinggi,2326
276.0,8,2,Beban Tinggi,2326
277.0,10,2,Beban Tinggi,2326
278.0,9,2,Beban Tinggi,2326
279.0,8,2,Beban Tinggi,2326
280.0,7,2,Beban Tinggi,2326
281.0,7,2,Beban Tinggi,2326
282.0,8,2,Beban Tinggi,2326
283.0,7,2,Beban Tinggi,2326
284.0,6,2,Beban Tinggi,2326
285.0,4,2,Beban Tinggi,2326
286.0,4,2,Beban Tinggi,2326
287.0,1,2,Beban Tinggi,2326
288.0,1,2,Beban Tinggi,2326
289.0,1,2,Beban Tinggi,2326
290.0,0,1,Beban Tinggi,2326
291.0,0,2,Beban Tinggi,2326
292.0,0,2,Beban Tinggi,2326
293.0,0,2,Beban Tinggi,2326
294.0,1,2,Beban Tinggi,2326
295.0,0,2,Beban Tinggi,2326
296.0,1,2,Beban Tinggi,2326
297.0,1,2,Beban Tinggi,2326
298.0,1,2,Beban Tinggi,2326
299.0,2,2,Beban Tinggi,2326
300.0,3,2,Beban Tinggi,2326
301.0,2,2,Beban Tinggi,2326
302.0,1,2,Beban Tinggi,2326
303.0,2,2,Beban Tinggi,2326
304.0,2,2,Beban Tinggi,2326
305.0,1,2,Beban Tinggi,2326
306.0,2,2,Beban Tinggi,2326
307.0,3,2,Beban Tinggi,2326
308.0,3,2,Beban Tinggi,2326
309.0,3,2,Beban Tinggi,2326
310.0,4,2,Beban Tinggi,2326
311.0,5,2,Beban Tinggi,2326
312.0,5,2,Beban Tinggi,2326
313.0,6,2,Beban Tinggi,2326
314.0,6,2,Beban Tinggi,2326
315.0,6,2,Beban Tinggi,2326
316.0,7,2,Beban Tinggi,2326
317.0,6,2,Beban Tinggi,2326
318.0,5,2,Beban Tinggi,2326
319.0,5,2,Beban Tinggi,2326
320.0,5,2,Beban Tinggi,2326
321.0,4,2,Beban Tinggi,2326
322.0,4,2,Beban Tinggi,2326
323.0,3,2,Beban Tinggi,2326
324.0,3,2,Beban Tinggi,2326
325.0,3,2,Beban Tinggi,2326
326.0,3,2,Beban Tinggi,2326
327.0,3,2,Beban Tinggi,2326
328.0,4,2,Beban Tinggi,2326
329.0,4,2,Beban Tinggi,2326
330.0,3,2,Beban Tinggi,2326
331.0,4,2,Beban Tinggi,2326
332.0,3,2,Beban Tinggi,2326
333.0,3,2,Beban Tinggi,2326
334.0,3,2,Beban Tinggi,2326
335.0,4,2,Beban Tinggi,2326
336.0,3,2,Beban Tinggi,2326
337.0,3,2,Beban Tinggi,2326
338.0,3,2,Beban Tinggi,2326
339.0,4,2,Beban Tinggi,2326
340.0,4,2,Beban Tinggi,2326
341.0,3,2,Beban Tinggi,2326
342.0,4,2,Beban Tinggi,2326
343.0,5,2,Beban Tinggi,2326
344.0,5,2,Beban Tinggi,2326
345.0,5,2,Beban Tinggi,2326
346.0,5,2,Beban Tinggi,2326
347.0,5,2,Beban Tinggi,2326
348.0,5,2,Beban Tinggi,2326
349.0,6,2,Beban Tinggi,2326
350.0,6,2,Beban Tinggi,2326
351.0,6,2,Beban Tinggi,2326
352.0,3,2,Beban Tinggi,2326
353.0,3,2,Beban Tinggi,2326
354.0,3,2,Beban Tinggi,2326
355.0,1,2,Beban Tinggi,2326
356.0,1,2,Beban Tinggi,2326
357.0,2,2,Beban Tinggi,2326
358.0,4,2,Beban Tinggi,2326
359.0,3,2,Beban Tinggi,2326
360.0,3,2,Beban Tinggi,2326
361.0,5,2,Beban Tinggi,2326
362.0,4,2,Beban Tinggi,2326
363.0,4,2,Beban Tinggi,2326
364.0,5,2,Beban Tinggi,2326
365.0,5,2,Beban Tinggi,2326
366.0,5,2,Beban Tinggi,2326
367.0,5,2,Beban Tinggi,2326
368.0,5,2,Beban Tinggi,2326
369.0,6,2,Beban Tinggi,2326
370.0,7,2,Beban Tinggi,2326
371.0,6,2,Beban Tinggi,2326
372.0,7,2,Beban Tinggi,2326
373.0,9,2,Beban Tinggi,2326
374.0,8,2,Beban Tinggi,2326
375.0,8,2,Beban Tinggi,2326
376.0,7,2,Beban Tinggi,2326
377.0,6,2,Beban Tinggi,2326
378.0,7,2,Beban Tinggi,2326
379.0,8,2,Beban Tinggi,2326
380.0,8,2,Beban Tinggi,2326
381.0,7,2,Beban Tinggi,2326
382.0,7,2,Beban Tinggi,2326
383.0,7,2,Beban Tinggi,2326
384.0,7,2,Beban Tinggi,2326
385.0,8,2,Beban Tinggi,2326
386.0,7,2,Beban Tinggi,2326
387.0,8,2,Beban Tinggi,2326
388.0,8,2,Beban Tinggi,2326
389.0,8,2,Beban Tinggi,2326
390.0,7,2,Beban Tinggi,2326
391.0,7,2,Beban Tinggi,2326
392.0,5,2,Beban Tinggi,2326
393.0,5,2,Beban Tinggi,2326
394.0,4,2,Beban Tinggi,2326
395.0,3,2,Beban Tinggi,2326
396.0,2,2,Beban Tinggi,2326
397.0,3,2,Beban Tinggi,2326
398.0,4,2,Beban Tinggi,2326
399.0,5,2,Beban Tinggi,2326
400.0,4,2,Beban Tinggi,2326
401.0,4,2,Beban Tinggi,2326
402.0,4,2,Beban Tinggi,2326
403.0,5,2,Beban Tinggi,2326
404.0,5,2,Beban Tinggi,2326
405.0,4,2,Beban Tinggi,2326
406.0,4,2,Beban Tinggi,2326
407.0,5,2,Beban Tinggi,2326
408.0,5,2,Beban Tinggi,2326
409.0,4,2,Beban Tinggi,2326
410.0,4,2,Beban Tinggi,2326
411.0,4,2,Beban Tinggi,2326
412.0,2,2,Beban Tinggi,2326
413.0,2,2,Beban Tinggi,2326
414.0,2,2,Beban Tinggi,2326
415.0,2,2,Beban Tinggi,2326
416.0,2,2,Beban Tinggi,2326
417.0,2,2,Beban Tinggi,2326
418.0,3,2,Beban Tinggi,2326
419.0,1,2,Beban Tinggi,2326
420.0,2,2,Beban Tinggi,2326
421.0,3,2,Beban Tinggi,2326
422.0,5,2,Beban Tinggi,2326
423.0,6,2,Beban Tinggi,2326
424.0,4,2,Beban Tinggi,2326
425.0,4,2,Beban Tinggi,2326
426.0,4,2,Beban Tinggi,2326
427.0,5,2,Beban Tinggi,2326
428.0,6,2,Beban Tinggi,2326
429.0,4,2,Beban Tinggi,2326
430.0,5,2,Beban Tinggi,2326
431.0,5,2,Beban Tinggi,2326
432.0,6,2,Beban Tinggi,2326
433.0,4,2,Beban Tinggi,2326
434.0,4,2,Beban Tinggi,2326
435.0,4,2,Beban Tinggi,2326
436.0,5,2,Beban Tinggi,2326
437.0,5,2,Beban Tinggi,2326
438.0,5,2,Beban Tinggi,2326
439.0,4,2,Beban Tinggi,2326
440.0,4,2,Beban Tinggi,2326
441.0,4,2,Beban Tinggi,2326
442.0,4,2,Beban Tinggi,2326
443.0,4,2,Beban Tinggi,2326
444.0,4,2,Beban Tinggi,2326
445.0,4,2,Beban Tinggi,2326
446.0,3,2,Beban Tinggi,2326
447.0,3,2,Beban Tinggi,2326
448.0,4,2,Beban Tinggi,2326
449.0,4,2,Beban Tinggi,2326
450.0,5,2,Beban Tinggi,2326
451.0,5,2,Beban Tinggi,2326
452.0,4,2,Beban Tinggi,2326
453.0,2,2,Beban Tinggi,2326
454.0,3,2,Beban Tinggi,2326
455.0,4,2,Beban Tinggi,2326
456.0,4,2,Beban Tinggi,2326
457.0,3,2,Beban Tinggi,2326
458.0,3,2,Beban Tinggi,2326
459.0,4,2,Beban Tinggi,2326
460.0,4,2,Beban Tinggi,2326
461.0,3,2,Beban Tinggi,2326
462.0,3,2,Beban Tinggi,2326
463.0,2,2,Beban Tinggi,2326
464.0,2,2,Beban Tinggi,2326
465.0,3,2,Beban Tinggi,2326
466.0,4,2,Beban Tinggi,2326
467.0,6,2,Beban Tinggi,2326
468.0,4,2,Beban Tinggi,2326
469.0,5,2,Beban Tinggi,2326
470.0,5,2,Beban Tinggi,2326
471.0,5,2,Beban Tinggi,2326
472.0,4,2,Beban Tinggi,2326
473.0,5,2,Beban Tinggi,2326
474.0,5,2,Beban Tinggi,2326
475.0,6,2,Beban Tinggi,2326
476.0,7,2,Beban Tinggi,2326
477.0,6,2,Beban Tinggi,2326
478.0,6,2,Beban Tinggi,2326
479.0,8,2,Beban Tinggi,2326
480.0,9,2,Beban Tinggi,2326
